DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
07-01-25,1,2024,TOYOTA,HALIFAX COUNTY,GRAND HIGHLANDER HYB
07-01-25,1,2014,TOYOTA,HALIFAX COUNTY,CAMRY
07-01-25,1,2024,TOYOTA,SHELBURNE COUNTY,RAV4 PRIME
07-01-25,1,2024,TOYOTA,HALIFAX COUNTY,RAV4
07-01-25,1,2025,TOYOTA,PICTOU COUNTY,BZ4X
07-01-25,1,2024,TOYOTA,KINGS COUNTY,RAV4 PRIME
07-01-25,1,2015,TOYOTA,KINGS COUNTY,PRIUS C
07-01-25,1,2023,TOYOTA,HALIFAX COUNTY,8FBCU25
07-01-25,1,2021,TOYOTA,HALIFAX COUNTY,COROLLA HYBRID
07-01-25,1,2024,TOYOTA,KINGS COUNTY,RAV4
07-01-25,1,2021,TOYOTA,HALIFAX COUNTY,COROLLA
07-01-25,1,2023,TOYOTA,HALIFAX COUNTY,RAV4
07-01-25,1,2018,TOYOTA,HALIFAX COUNTY,PRIUS
07-01-25,1,2023,TOYOTA,HALIFAX COUNTY,HIGHLANDER
07-01-25,1,2021,TOYOTA,HALIFAX COUNTY,RAV4
07-01-25,1,2022,TOYOTA,HALIFAX COUNTY,PRIUS
07-01-25,1,2025,TOYOTA,KINGS COUNTY,BZ4X
07-01-25,1,2025,TOYOTA,HALIFAX COUNTY,BZ4X
07-01-25,1,2025,TOYOTA,YARMOUTH COUNTY,RAV4
07-01-25,1,2025,TOYOTA,YARMOUTH COUNTY,BZ4X
07-01-25,1,2017,COLUMBIA,PICTOU COUNTY,SU5L
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2020,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2023,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,ANNAPOLIS COUNTY,BOLT EV
07-01-25,1,2019,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,SHELBURNE COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,LYRIQ
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,EQUINOX EV
07-01-25,1,2025,CHEVROLET,LUNENBURG COUNTY,EQUINOX
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,SILVERADO
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,BLAZER EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2017,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,CAPE BRETON COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,LUNENBURG COUNTY,BOLT EV
07-01-25,1,2021,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2017,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2023,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,CUMBERLAND COUNTY,EQUINOX EV
07-01-25,1,2019,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX EV
07-01-25,1,2019,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,LUNENBURG COUNTY,EQUEV
07-01-25,1,2023,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,PICTOU COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2018,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,COLCHESTER COUNTY,BOLT EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,QUEENS COUNTY,SILEV
07-01-25,1,2023,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2018,CHEVROLET,HALIFAX COUNTY,VOLT
07-01-25,1,2023,CHEVROLET,PICTOU COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV LT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HANTS COUNTY,BOLT EUV
07-01-25,1,2024,CHEVROLET,HANTS COUNTY,BLAZER
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV LT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,BLAZER EV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2018,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,SILVERADO
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,CAPE BRETON COUNTY,EQUINOX
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
07-01-25,1,2025,CHEVROLET,LUNENBURG COUNTY,EQUEV
07-01-25,1,2023,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,COLCHESTER COUNTY,BOLT EV
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX EV
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,SILVERADO
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,SSM
07-01-25,1,2024,CHEVROLET,CUMBERLAND COUNTY,EQUINOX
07-01-25,1,2020,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAEV
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2018,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX EV
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2017,CHEVROLET,CUMBERLAND COUNTY,SSM
07-01-25,1,2024,CHEVROLET,PICTOU COUNTY,SILVERADO
07-01-25,1,2024,CHEVROLET,ANNAPOLIS COUNTY,SILVERADO
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAEV
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,CAPE BRETON COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,BLAZER
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2023,CHEVROLET,CUMBERLAND COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2024,CHEVROLET,CUMBERLAND COUNTY,SILVERADO
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
07-01-25,1,2025,CHEVROLET,SHELBURNE COUNTY,EQUINOX EV
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,CAPE BRETON COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,ANNAPOLIS COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,ANTIGONISH COUNTY,SILVERADO
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,ANNAPOLIS COUNTY,SILVERADO EV
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX EV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2019,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HANTS COUNTY,SILVERADO
07-01-25,1,2021,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2022,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,CAPE BRETON COUNTY,EQUINOX EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT EV
07-01-25,1,2022,CHEVROLET,HANTS COUNTY,BOLT EUV
07-01-25,1,2023,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2018,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT EUV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,SHELBURNE COUNTY,EQUINOX EV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2019,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2024,CHEVROLET,CUMBERLAND COUNTY,EQUEV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,ANNAPOLIS COUNTY,EQUINOX
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2019,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,CUMBERLAND COUNTY,SILVERADO
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,SILVERADO EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,INVERNESS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
07-01-25,1,2022,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX EV
07-01-25,1,2022,CHEVROLET,QUEENS COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,DIGBY COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2018,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT EV PREMIER
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2025,CHEVROLET,ANTIGONISH COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,SILVERADO
07-01-25,1,2025,CHEVROLET,PICTOU COUNTY,EQUINOX
07-01-25,1,2017,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2020,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HANTS COUNTY,BLAZER
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2022,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT EUV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,SILVERADO
07-01-25,1,2016,CHEVROLET,HALIFAX COUNTY,SPARK
07-01-25,1,2020,CHEVROLET,INVERNESS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,BLAZER EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,SHELBURNE COUNTY,SILVERADO
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2018,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,EQUINOX EV
07-01-25,1,2019,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,ANNAPOLIS COUNTY,EQUINOX
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
07-01-25,1,2017,CHEVROLET,PICTOU COUNTY,BOLT
07-01-25,1,2018,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2022,CHEVROLET,KINGS COUNTY,BOLT EV
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,ANTIGONISH COUNTY,VOLT
07-01-25,1,2014,CHEVROLET,HALIFAX COUNTY,VOLT
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,ANTIGONISH COUNTY,BLAZER
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2014,CHEVROLET,HALIFAX COUNTY,VOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,KINGS COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUEV
07-01-25,1,2023,CHEVROLET,HANTS COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,COLCHESTER COUNTY,BOLT EV
07-01-25,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,ANTIGONISH COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2018,CHEVROLET,LUNENBURG COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2022,CHEVROLET,COLCHESTER COUNTY,BOLT
07-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2025,CHEVROLET,HALIFAX COUNTY,EQUINOX
07-01-25,1,2019,CHEVROLET,PICTOU COUNTY,BOLT
07-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
07-01-25,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
07-01-25,1,2017,CHEVROLET,HALIFAX COUNTY,SSM
